resume_id,resume_text,job_description,relevance_score,label
41,"Role: DevOps Engineer. Experience: 5 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Django, TensorFlow, Cloud Computing, Azure, Express, Vue, Linux, NumPy.","Looking for a DevOps Engineer with expertise in GCP, CSS, TypeScript, DevOps, Elasticsearch, GraphQL, MongoDB.",0.37132106159196154,0
42,"Role: Software Engineer. Experience: 9 years of experience in Software Engineer.. Education: MS in Data Science. Skills: NumPy, C++, Angular, CI/CD, Redis, Machine Learning, Agile, Data Analysis.","Looking for a ML Engineer with expertise in Excel, AWS, Computer Vision, CSS.",0.24762768860708972,0
43,"Role: ML Engineer. Experience: 5 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: Jenkins, Git, C++, HTML, Ansible, GraphQL, Project Management, Java.","Looking for a Data Scientist with expertise in Excel, Agile, Communication Skills, React.",0.0,0
44,"Role: Frontend Developer. Experience: 6 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Data Science, PyTorch, Terraform, Linux, Computer Vision, Keras, SQL, Vue.","Looking for a Data Scientist with expertise in TensorFlow, AWS, Docker, Python, Linux, Scikit-Learn.",0.14881605515520324,0
45,"Role: DevOps Engineer. Experience: 13 years of experience in DevOps Engineer.. Education: Self-taught Developer. Skills: DevOps, Keras, TypeScript.","Looking for a Software Engineer with expertise in TypeScript, Docker, HTML, Azure, NumPy, Express.",0.3349927547581703,0
46,"Role: Data Scientist. Experience: 4 years of experience in Data Scientist.. Education: PhD in AI. Skills: AWS, Kubernetes, DevOps, Jenkins, Microservices, Selenium, Azure.","Looking for a Software Engineer with expertise in C++, PostgreSQL, CI/CD, Communication Skills.",0.335852576731824,0
47,"Role: ML Engineer. Experience: 5 years of experience in ML Engineer.. Education: MS in Data Science. Skills: Communication Skills, Machine Learning, Project Management.","Looking for a Data Scientist with expertise in CSS, Docker, PostgreSQL, PyTorch, GraphQL.",0.14085240534303745,0
48,"Role: Frontend Developer. Experience: 6 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Communication Skills, Excel, Computer Vision, C++, Node.js, Agile, Deep Learning, REST API.","Looking for a DevOps Engineer with expertise in MongoDB, Docker, Data Analysis, CI/CD, Data Science, NoSQL, Elasticsearch.",0.26763433538562753,0
49,"Role: ML Engineer. Experience: 7 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: Django, Tableau, Data Science, Agile, Flask, AWS, Redis.","Looking for a DevOps Engineer with expertise in Kubernetes, Docker, Keras, Selenium, Computer Vision.",0.3230609545158606,0
50,"Role: Software Engineer. Experience: 10 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: Project Management, Communication Skills, Selenium, Django, Excel, Docker, TensorFlow.","Looking for a Data Scientist with expertise in GitHub, FastAPI, Java, Python, DevOps, TensorFlow, Communication Skills.",0.36508954928727183,0
51,"Role: ML Engineer. Experience: 14 years of experience in ML Engineer.. Education: BS in Computer Science. Skills: CSS, Computer Vision, Problem Solving, Express, HTML, Data Analysis, Flask, Java.","Looking for a Data Scientist with expertise in Scrum, Cloud Computing, NumPy, MySQL, Jenkins, GCP, Git.",0.2500048914336681,0
52,"Role: ML Engineer. Experience: 11 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: Scrum, MySQL, Python, Docker, Elasticsearch, Scikit-Learn, Power BI, SQL.","Looking for a ML Engineer with expertise in Docker, CI/CD, Redis, Agile, Hadoop, Ansible.",0.3812274672397339,0
53,"Role: Frontend Developer. Experience: 12 years of experience in Frontend Developer.. Education: PhD in AI. Skills: Node.js, PyTorch, GCP.","Looking for a DevOps Engineer with expertise in Communication Skills, NLP, CSS, TensorFlow, Git, Node.js.",0.36602503299468,0
54,"Role: Frontend Developer. Experience: 14 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: DevOps, Tableau, TypeScript, Express.","Looking for a Data Scientist with expertise in Azure, Project Management, Computer Vision, Power BI, PostgreSQL, Communication Skills.",0.2775740585742288,0
55,"Role: ML Engineer. Experience: 3 years of experience in ML Engineer.. Education: PhD in AI. Skills: Data Analysis, Azure, NoSQL, PyTorch, SQL, Jenkins.","Looking for a DevOps Engineer with expertise in Tableau, DevOps, NoSQL, Microservices, Django, Angular, JavaScript.",0.46816269647492453,0
56,"Role: ML Engineer. Experience: 8 years of experience in ML Engineer.. Education: PhD in AI. Skills: CSS, Express, Redis, Data Analysis, Selenium, NLP, MongoDB, Django.","Looking for a Frontend Developer with expertise in FastAPI, Tableau, Computer Vision, C#, Communication Skills, REST API, NLP.",0.37395194347315147,0
57,"Role: Data Scientist. Experience: 13 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: JavaScript, REST API, Spark, Express, MongoDB, Cloud Computing, GCP, TypeScript.","Looking for a ML Engineer with expertise in Pandas, Docker, Java, Ansible, Tableau, TensorFlow, Python.",0.1775902783668522,0
58,"Role: Frontend Developer. Experience: 14 years of experience in Frontend Developer.. Education: PhD in AI. Skills: Docker, SQL, Linux, NLP.","Looking for a Data Scientist with expertise in PyTorch, NLP, JavaScript, Microservices, Pandas, Node.js.",0.29812499325349073,0
59,"Role: Software Engineer. Experience: 3 years of experience in Software Engineer.. Education: MS in Data Science. Skills: Terraform, Angular, Azure, Communication Skills.","Looking for a Data Scientist with expertise in Spark, Data Science, Power BI, Communication Skills, NumPy, GitHub.",0.3651289062063374,0
60,"Role: Software Engineer. Experience: 3 years of experience in Software Engineer.. Education: PhD in AI. Skills: NoSQL, Excel, FastAPI, HTML, PostgreSQL, Elasticsearch.","Looking for a Software Engineer with expertise in GraphQL, JavaScript, Agile, Selenium.",0.3871979374071445,0
61,"Role: Software Engineer. Experience: 2 years of experience in Software Engineer.. Education: BS in Computer Science. Skills: Hadoop, Computer Vision, Express, NoSQL, Azure, Git, TensorFlow, Power BI.","Looking for a DevOps Engineer with expertise in Problem Solving, Project Management, Git, DevOps, Express.",0.48669735957853916,0
62,"Role: DevOps Engineer. Experience: 10 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: PostgreSQL, SQL, Node.js.","Looking for a DevOps Engineer with expertise in FastAPI, Express, Angular, Scrum.",0.42554408577180947,0
63,"Role: Software Engineer. Experience: 11 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: Hadoop, Scrum, Angular, Linux, Power BI, Jenkins, FastAPI, JavaScript.","Looking for a Frontend Developer with expertise in Git, HTML, GraphQL, PyTorch, Machine Learning, TypeScript, Node.js.",0.23863064597905304,0
64,"Role: Frontend Developer. Experience: 11 years of experience in Frontend Developer.. Education: MS in Data Science. Skills: Spark, Docker, NumPy, TypeScript, Kubernetes.","Looking for a ML Engineer with expertise in Django, Pandas, Docker, Angular, Data Analysis, NoSQL, NumPy.",0.33748424461307164,0
65,"Role: DevOps Engineer. Experience: 8 years of experience in DevOps Engineer.. Education: Self-taught Developer. Skills: NumPy, Node.js, NoSQL, Java, Selenium, GraphQL, Django, PyTorch.","Looking for a Frontend Developer with expertise in C#, Tableau, Python, HTML, Computer Vision, Linux, GraphQL.",0.3202533615747545,0
66,"Role: Software Engineer. Experience: 4 years of experience in Software Engineer.. Education: PhD in AI. Skills: C#, Scikit-Learn, Vue, TypeScript, Jenkins.","Looking for a Software Engineer with expertise in GCP, Cloud Computing, Tableau, CI/CD.",0.37481600553668326,0
67,"Role: Frontend Developer. Experience: 8 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: React, GitHub, Git.","Looking for a DevOps Engineer with expertise in Problem Solving, MySQL, DevOps, Angular, NumPy.",0.24394858078593085,0
68,"Role: Data Scientist. Experience: 12 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: Node.js, CI/CD, Scikit-Learn, PostgreSQL, Git.","Looking for a DevOps Engineer with expertise in SQL, Flask, MongoDB, Kubernetes.",0.47777300630103436,0
69,"Role: Frontend Developer. Experience: 2 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: SQL, Ansible, Data Analysis, DevOps, Pandas, Cloud Computing, C++.","Looking for a DevOps Engineer with expertise in React, GitHub, Linux, REST API, Angular, PostgreSQL, Java.",0.27741951678414056,0
70,"Role: Data Scientist. Experience: 9 years of experience in Data Scientist.. Education: PhD in AI. Skills: Keras, JavaScript, GraphQL, TypeScript, NoSQL, Scrum.","Looking for a Software Engineer with expertise in Excel, Jenkins, Hadoop, Data Analysis, REST API, GitHub, Machine Learning.",0.27756237056570887,0
71,"Role: ML Engineer. Experience: 2 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: JavaScript, Hadoop, Jenkins, Spark.","Looking for a Software Engineer with expertise in Computer Vision, Agile, Tableau, Redis.",0.2526760832892479,0
72,"Role: Data Scientist. Experience: 8 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: Angular, Redis, HTML, CI/CD, Ansible, Hadoop, Spark.","Looking for a ML Engineer with expertise in CSS, GitHub, DevOps, Power BI, GCP, Deep Learning, HTML.",0.20708537527145415,0
73,"Role: DevOps Engineer. Experience: 8 years of experience in DevOps Engineer.. Education: BS in Computer Science. Skills: Django, REST API, Redis.","Looking for a Data Scientist with expertise in Angular, Scikit-Learn, MongoDB, NoSQL.",0.17715079816764429,0
74,"Role: Data Scientist. Experience: 9 years of experience in Data Scientist.. Education: PhD in AI. Skills: Data Analysis, JavaScript, Data Science.","Looking for a ML Engineer with expertise in Excel, DevOps, C#, Node.js.",0.1703412107653551,0
75,"Role: Data Scientist. Experience: 8 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: Keras, Git, Python.","Looking for a ML Engineer with expertise in Pandas, TensorFlow, Node.js, Kubernetes, Vue.",0.030045594045036254,0
76,"Role: Frontend Developer. Experience: 8 years of experience in Frontend Developer.. Education: MS in Data Science. Skills: Data Analysis, Git, Problem Solving.","Looking for a ML Engineer with expertise in Git, REST API, Hadoop, Node.js, Project Management, Keras, Excel.",0.1521703924359585,0
77,"Role: DevOps Engineer. Experience: 11 years of experience in DevOps Engineer.. Education: BS in Computer Science. Skills: FastAPI, GraphQL, Microservices, C#, Python, Data Science.","Looking for a ML Engineer with expertise in GitHub, Pandas, React, NoSQL, Spark, Express.",0.23192284825299808,0
78,"Role: Software Engineer. Experience: 10 years of experience in Software Engineer.. Education: PhD in AI. Skills: TypeScript, Tableau, Machine Learning, Cloud Computing.","Looking for a Data Scientist with expertise in HTML, Docker, Microservices, Scrum, MySQL.",0.15665219776131897,0
79,"Role: Data Scientist. Experience: 8 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: Project Management, Python, Agile, Microservices.","Looking for a Frontend Developer with expertise in Docker, JavaScript, Angular, Elasticsearch.",0.02099433112166753,0
80,"Role: Frontend Developer. Experience: 7 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Tableau, Excel, Hadoop, REST API, TypeScript.","Looking for a ML Engineer with expertise in NLP, Flask, Git, Scrum, Tableau.",0.3272425447723416,0
81,"Role: ML Engineer. Experience: 3 years of experience in ML Engineer.. Education: MS in Data Science. Skills: Azure, GitHub, C#.","Looking for a Software Engineer with expertise in Ansible, REST API, Redis, Selenium.",0.19616386464695806,0
82,"Role: Software Engineer. Experience: 11 years of experience in Software Engineer.. Education: BS in Computer Science. Skills: NLP, C#, Azure, TensorFlow, GCP.","Looking for a ML Engineer with expertise in Selenium, Communication Skills, MySQL, Express.",0.227311970609523,0
83,"Role: DevOps Engineer. Experience: 5 years of experience in DevOps Engineer.. Education: Self-taught Developer. Skills: Redis, GraphQL, Linux, Scrum, Communication Skills, Data Analysis.","Looking for a Software Engineer with expertise in Terraform, Java, Keras, Excel.",0.10667856123188375,0
84,"Role: Software Engineer. Experience: 12 years of experience in Software Engineer.. Education: PhD in AI. Skills: GitHub, Computer Vision, Linux, NumPy, MongoDB, Java.","Looking for a Data Scientist with expertise in MySQL, Redis, TensorFlow, Spark, JavaScript, C++, C#.",0.29831016816681466,0
85,"Role: Software Engineer. Experience: 2 years of experience in Software Engineer.. Education: PhD in AI. Skills: Keras, Vue, NumPy, Azure, Project Management, Git, Kubernetes, Machine Learning.","Looking for a Frontend Developer with expertise in Data Science, Cloud Computing, Pandas, Data Analysis, Python, Agile.",0.19272712935294795,0
86,"Role: ML Engineer. Experience: 11 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: Machine Learning, Cloud Computing, GCP, PyTorch, Agile.","Looking for a DevOps Engineer with expertise in PyTorch, Project Management, NLP, CSS, Express.",0.4446443671758344,0
87,"Role: DevOps Engineer. Experience: 11 years of experience in DevOps Engineer.. Education: Self-taught Developer. Skills: Cloud Computing, Python, GCP, CSS, Pandas, GraphQL.","Looking for a Data Scientist with expertise in HTML, TypeScript, GraphQL, Kubernetes, Tableau.",0.24999576754936365,0
88,"Role: DevOps Engineer. Experience: 13 years of experience in DevOps Engineer.. Education: PhD in AI. Skills: AWS, GCP, Machine Learning, NoSQL, Hadoop, Excel, Scrum, Python.","Looking for a ML Engineer with expertise in Microservices, Redis, Spark, GCP.",0.4051124405686208,0
89,"Role: Software Engineer. Experience: 15 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: Spark, Machine Learning, GitHub, Azure, TypeScript.","Looking for a ML Engineer with expertise in C#, PyTorch, NLP, Keras.",0.1731176837993468,0
90,"Role: DevOps Engineer. Experience: 1 years of experience in DevOps Engineer.. Education: BS in Computer Science. Skills: PostgreSQL, Tableau, Keras, Java, Terraform, CI/CD, Scikit-Learn.","Looking for a Frontend Developer with expertise in Machine Learning, DevOps, Power BI, Excel.",0.23329774300041026,0
91,"Role: Software Engineer. Experience: 9 years of experience in Software Engineer.. Education: MS in Data Science. Skills: Selenium, C++, TensorFlow, Computer Vision, FastAPI, Ansible, Vue.","Looking for a Software Engineer with expertise in REST API, FastAPI, Scikit-Learn, PyTorch, Git.",0.45831460785704853,0
92,"Role: DevOps Engineer. Experience: 11 years of experience in DevOps Engineer.. Education: BS in Computer Science. Skills: CSS, PostgreSQL, DevOps, Kubernetes, GitHub, GraphQL.","Looking for a DevOps Engineer with expertise in Keras, TypeScript, Data Science, Kubernetes, Python, Django, Azure.",0.4817458259070009,0
93,"Role: Data Scientist. Experience: 10 years of experience in Data Scientist.. Education: PhD in AI. Skills: Selenium, Express, Project Management, JavaScript, Pandas.","Looking for a Data Scientist with expertise in Kubernetes, Deep Learning, TypeScript, HTML, JavaScript, Scrum.",0.41998096353144543,0
94,"Role: Frontend Developer. Experience: 15 years of experience in Frontend Developer.. Education: PhD in AI. Skills: Flask, Pandas, Express, CI/CD, Scikit-Learn, TypeScript, FastAPI.","Looking for a Data Scientist with expertise in Elasticsearch, Cloud Computing, Ansible, Jenkins, Microservices.",0.2175992583437063,0
95,"Role: Software Engineer. Experience: 8 years of experience in Software Engineer.. Education: PhD in AI. Skills: Kubernetes, React, SQL.","Looking for a DevOps Engineer with expertise in Azure, React, CI/CD, MongoDB, Microservices.",0.17232974469725731,0
96,"Role: DevOps Engineer. Experience: 14 years of experience in DevOps Engineer.. Education: Self-taught Developer. Skills: PyTorch, GitHub, SQL, Power BI.","Looking for a Data Scientist with expertise in Pandas, NumPy, Data Analysis, C#, FastAPI, Spark, TypeScript.",0.06718373551540295,0
97,"Role: DevOps Engineer. Experience: 12 years of experience in DevOps Engineer.. Education: BS in Computer Science. Skills: MySQL, NLP, C#, PyTorch, Tableau, Node.js, Vue.","Looking for a Frontend Developer with expertise in DevOps, HTML, Scrum, FastAPI, Microservices, CI/CD, Git.",0.29402303179363887,0
98,"Role: Data Scientist. Experience: 1 years of experience in Data Scientist.. Education: PhD in AI. Skills: Keras, Selenium, Django, Docker, Python, HTML.","Looking for a DevOps Engineer with expertise in Spark, Python, Cloud Computing, NoSQL.",0.41640428004447383,0
99,"Role: DevOps Engineer. Experience: 10 years of experience in DevOps Engineer.. Education: BS in Computer Science. Skills: Jenkins, Docker, Tableau, NoSQL.","Looking for a Software Engineer with expertise in MongoDB, Scrum, Tableau, Hadoop.",0.38338032468678634,0
100,"Role: Software Engineer. Experience: 9 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: GitHub, FastAPI, GraphQL, Machine Learning, Terraform, PostgreSQL, Scrum, Hadoop.","Looking for a Frontend Developer with expertise in Angular, Azure, Power BI, MySQL.",0.23490048839212818,0
101,"Role: Frontend Developer. Experience: 10 years of experience in Frontend Developer.. Education: PhD in AI. Skills: Keras, PyTorch, AWS, Scikit-Learn.","Looking for a ML Engineer with expertise in Data Analysis, MongoDB, Power BI, Docker, TypeScript, Jenkins.",0.12687842569746616,0
