resume_id,resume_text,job_description,relevance_score,label,processed_resume,processed_jd,skill_overlap,cosine_similarity
18,"Role: ML Engineer. Experience: 15 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: CI/CD, Communication Skills, React, Project Management, Linux.","Looking for a Data Scientist with expertise in REST API, MySQL, Computer Vision, MongoDB, CI/CD.",0.295020601871577,0,role ml engineer experience 15 year experience ml engineer education self teach developer skill ci cd communication skills react project management linux,look data scientist expertise rest api mysql computer vision mongodb ci cd,0.2,0.6752605449207264
19,"Role: Frontend Developer. Experience: 9 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: React, Agile, Data Science, GitHub, TypeScript, Docker.","Looking for a Frontend Developer with expertise in Selenium, CSS, GraphQL, Agile, Keras.",0.4280304538593303,0,role frontend developer experience 9 year experience frontend developer education bs computer science skill react agile data science github typescript docker,look frontend developer expertise selenium css graphql agile keras,0.2,0.7253479135149022
20,"Role: Frontend Developer. Experience: 8 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Computer Vision, SQL, Java, JavaScript, GCP, Vue, Data Science, Git.","Looking for a Frontend Developer with expertise in Pandas, Tableau, GraphQL, GitHub, Flask, Communication Skills, Scikit-Learn.",0.4087187191449941,0,role frontend developer experience 8 year experience frontend developer education self teach developer skill computer vision sql java javascript gcp vue data science git,look frontend developer expertise pandas tableau graphql github flask communication skills scikit learn,0.0,0.8172393998592205
21,"Role: Data Scientist. Experience: 3 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: Angular, Spark, DevOps, Pandas, Node.js, Docker, Microservices.","Looking for a Frontend Developer with expertise in Agile, Cloud Computing, DevOps, Angular, GraphQL, SQL, Microservices.",0.4178761023609271,0,role data scientist experience 3 year experience data scientist education bs computer science skill angular spark devops pandas node.js docker microservices,look frontend developer expertise agile cloud computing devops angular graphql sql microservices,0.42857142857142855,0.6383334643643983
22,"Role: Frontend Developer. Experience: 14 years of experience in Frontend Developer.. Education: MS in Data Science. Skills: CSS, NumPy, Scikit-Learn, Flask.","Looking for a Data Scientist with expertise in NLP, Ansible, Node.js, Vue.",0.139144576872839,0,role frontend developer experience 14 year experience frontend developer education ms data science skill css numpy scikit learn flask,look data scientist expertise nlp ansible node.js vue,0.0,0.5221145559271635
23,"Role: Frontend Developer. Experience: 13 years of experience in Frontend Developer.. Education: MS in Data Science. Skills: Django, Computer Vision, Hadoop, NoSQL, Machine Learning, Deep Learning, MongoDB, FastAPI.","Looking for a ML Engineer with expertise in GraphQL, Machine Learning, NumPy, Django, PostgreSQL.",0.4696419942891943,0,role frontend developer experience 13 year experience frontend developer education ms data science skill django computer vision hadoop nosql machine learning deep learning mongodb fastapi,look ml engineer expertise graphql machine learning numpy django postgresql,0.4,0.8473641684042962
24,"Role: ML Engineer. Experience: 1 years of experience in ML Engineer.. Education: BS in Computer Science. Skills: C#, Git, GraphQL, Machine Learning, MongoDB.","Looking for a Software Engineer with expertise in Express, Node.js, Computer Vision, Selenium, Redis, Kubernetes, Linux.",0.3122621234810204,0,role ml engineer experience 1 year experience ml engineer education bs computer science skill c git graphql machine learning mongodb,look software engineer expertise express node.js computer vision selenium redis kubernetes linux,0.0,0.7579495193152485
25,"Role: ML Engineer. Experience: 10 years of experience in ML Engineer.. Education: PhD in AI. Skills: Problem Solving, TypeScript, Azure, Selenium, MongoDB, Django, Microservices.","Looking for a ML Engineer with expertise in Flask, NumPy, Node.js, Jenkins.",0.3665599409569082,0,role ml engineer experience 10 year experience ml engineer education phd ai skill problem solving typescript azure selenium mongodb django microservices,look ml engineer expertise flask numpy node.js jenkins,0.0,0.6212786014811083
26,"Role: Frontend Developer. Experience: 2 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: GCP, Node.js, NoSQL, MongoDB, Computer Vision, Scikit-Learn, JavaScript, Project Management.","Looking for a DevOps Engineer with expertise in Python, AWS, PostgreSQL, Ansible.",0.1438778978940326,0,role frontend developer experience 2 year experience frontend developer education self teach developer skill gcp node.js nosql mongodb computer vision scikit learn javascript project management,look devops engineer expertise python aws postgresql ansible,0.0,0.6815537717879351
27,"Role: DevOps Engineer. Experience: 3 years of experience in DevOps Engineer.. Education: PhD in AI. Skills: PostgreSQL, Flask, CSS, Microservices, NLP, Hadoop.","Looking for a Frontend Developer with expertise in Data Analysis, GraphQL, TensorFlow, Ansible, Node.js, Terraform, C#.",0.1583048676403705,0,role devops engineer experience 3 year experience devops engineer education phd ai skill postgresql flask css microservices nlp hadoop,look frontend developer expertise data analysis graphql tensorflow ansible node.js terraform c,0.0,0.6438672807157283
28,"Role: Frontend Developer. Experience: 4 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: Spark, Power BI, JavaScript, Docker.","Looking for a DevOps Engineer with expertise in C++, AWS, NoSQL, Azure, Communication Skills.",0.223871735877829,0,role frontend developer experience 4 year experience frontend developer education bs computer science skill spark power bi javascript docker,look devops engineer expertise c++ aw nosql azure communication skills,0.0,0.6045483857977761
29,"Role: Frontend Developer. Experience: 10 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Machine Learning, TypeScript, CSS.","Looking for a Frontend Developer with expertise in GCP, Docker, Angular, Data Science, Tableau, JavaScript.",0.2518077538463873,0,role frontend developer experience 10 year experience frontend developer education self teach developer skill machine learning typescript css,look frontend developer expertise gcp docker angular data science tableau javascript,0.0,0.7200437406591116
30,"Role: DevOps Engineer. Experience: 15 years of experience in DevOps Engineer.. Education: BS in Computer Science. Skills: Project Management, Communication Skills, Vue, Power BI, Problem Solving, React, GraphQL, REST API.","Looking for a DevOps Engineer with expertise in React, TensorFlow, GitHub, Deep Learning, Terraform, Microservices.",0.5305107291728806,0,role devops engineer experience 15 year experience devops engineer education bs computer science skill project management communication skills vue power bi problem solving react graphql rest api,look devops engineer expertise react tensorflow github deep learning terraform microservices,0.2857142857142857,0.7591978946605519
31,"Role: Software Engineer. Experience: 14 years of experience in Software Engineer.. Education: MS in Data Science. Skills: PyTorch, Microservices, Selenium, FastAPI, Node.js, C++.","Looking for a DevOps Engineer with expertise in Scrum, MySQL, Computer Vision, FastAPI, Machine Learning, Deep Learning.",0.179156334676388,0,role software engineer experience 14 year experience software engineer education ms data science skill pytorch microservices selenium fastapi node.js c++,look devops engineer expertise scrum mysql computer vision fastapi machine learning deep learning,0.14285714285714285,0.7786745872519624
32,"Role: Software Engineer. Experience: 5 years of experience in Software Engineer.. Education: MS in Data Science. Skills: Tableau, Azure, Python, Terraform, JavaScript, Linux, Scikit-Learn, Cloud Computing.","Looking for a DevOps Engineer with expertise in GitHub, Ansible, C#, Vue, MySQL, Selenium.",0.361860745202585,0,role software engineer experience 5 year experience software engineer education ms data science skill tableau azure python terraform javascript linux scikit learn cloud computing,look devops engineer expertise github ansible c vue mysql selenium,0.0,0.573905317499625
33,"Role: Frontend Developer. Experience: 11 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: Jenkins, DevOps, Keras, Ansible, Elasticsearch, GCP, Flask, Vue.","Looking for a Software Engineer with expertise in Python, Elasticsearch, REST API, Scikit-Learn, Azure, Redis.",0.2507030880353788,0,role frontend developer experience 11 year experience frontend developer education bs computer science skill jenkins devops keras ansible elasticsearch gcp flask vue,look software engineer expertise python elasticsearch rest api scikit learn azure redis,0.16666666666666666,0.7359528918887295
34,"Role: DevOps Engineer. Experience: 11 years of experience in DevOps Engineer.. Education: Self-taught Developer. Skills: GCP, JavaScript, Node.js, GitHub, Excel, FastAPI, Jenkins.","Looking for a Software Engineer with expertise in FastAPI, Pandas, Kubernetes, GCP.",0.3893887329812517,0,role devops engineer experience 11 year experience devops engineer education self teach developer skill gcp javascript node.js github excel fastapi jenkins,look software engineer expertise fastapi pandas kubernetes gcp,0.5,0.6593537744695173
35,"Role: ML Engineer. Experience: 9 years of experience in ML Engineer.. Education: PhD in AI. Skills: GraphQL, FastAPI, DevOps, Pandas, Express.","Looking for a Frontend Developer with expertise in AWS, SQL, MongoDB, NoSQL, Deep Learning, TypeScript, JavaScript.",0.0903413155935298,0,role ml engineer experience 9 year experience ml engineer education phd ai skill graphql fastapi devops pandas express,look frontend developer expertise aws sql mongodb nosql deep learning typescript javascript,0.0,0.5454241670611744
36,"Role: DevOps Engineer. Experience: 10 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: NumPy, Tableau, Agile, Project Management.","Looking for a Software Engineer with expertise in Docker, Cloud Computing, Angular, PostgreSQL, Kubernetes, Project Management.",0.3058093713795619,0,role devops engineer experience 10 year experience devops engineer education ms data science skill numpy tableau agile project management,look software engineer expertise docker cloud computing angular postgresql kubernetes project management,0.16666666666666666,0.7012164566150498
37,"Role: Data Scientist. Experience: 13 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: Git, React, MySQL.","Looking for a DevOps Engineer with expertise in Scrum, Git, NLP, Problem Solving, C#.",0.4004711003244128,0,role data scientist experience 13 year experience data scientist education bs computer science skill git react mysql,look devops engineer expertise scrum git nlp problem solving c,0.16666666666666666,0.6630605594821727
38,"Role: Data Scientist. Experience: 14 years of experience in Data Scientist.. Education: PhD in AI. Skills: Cloud Computing, Pandas, Git, Docker, Flask.","Looking for a Software Engineer with expertise in Vue, Django, NoSQL, Deep Learning, NumPy, Data Analysis.",0.354173534292699,0,role data scientist experience 14 year experience data scientist education phd ai skill cloud computing pandas git docker flask,look software engineer expertise vue django nosql deep learning numpy data analysis,0.0,0.6959578402465345
39,"Role: Data Scientist. Experience: 15 years of experience in Data Scientist.. Education: PhD in AI. Skills: Java, Jenkins, C++, SQL, NLP.","Looking for a ML Engineer with expertise in GraphQL, Keras, Pandas, Data Analysis, C++, Linux.",0.2981924464206016,0,role data scientist experience 15 year experience data scientist education phd ai skill java jenkins c++ sql nlp,look ml engineer expertise graphql keras pandas data analysis c++ linux,0.16666666666666666,0.784177765320153
40,"Role: Data Scientist. Experience: 3 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: PyTorch, Linux, Project Management, C++.","Looking for a Software Engineer with expertise in NumPy, Flask, Cloud Computing, GCP, Hadoop, PyTorch, Git.",0.402082376607817,0,role data scientist experience 3 year experience data scientist education bs computer science skill pytorch linux project management c++,look software engineer expertise numpy flask cloud computing gcp hadoop pytorch git,0.14285714285714285,0.5848640623454835
41,"Role: DevOps Engineer. Experience: 5 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Django, TensorFlow, Cloud Computing, Azure, Express, Vue, Linux, NumPy.","Looking for a DevOps Engineer with expertise in GCP, CSS, TypeScript, DevOps, Elasticsearch, GraphQL, MongoDB.",0.3713210615919615,0,role devops engineer experience 5 year experience devops engineer education ms data science skill django tensorflow cloud computing azure express vue linux numpy,look devops engineer expertise gcp css typescript devops elasticsearch graphql mongodb,0.14285714285714285,0.6253060773991524
42,"Role: Software Engineer. Experience: 9 years of experience in Software Engineer.. Education: MS in Data Science. Skills: NumPy, C++, Angular, CI/CD, Redis, Machine Learning, Agile, Data Analysis.","Looking for a ML Engineer with expertise in Excel, AWS, Computer Vision, CSS.",0.2476276886070897,0,role software engineer experience 9 year experience software engineer education ms data science skill numpy c++ angular ci cd redis machine learning agile data analysis,look ml engineer expertise excel aws computer vision css,0.0,0.752608566999508
43,"Role: ML Engineer. Experience: 5 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: Jenkins, Git, C++, HTML, Ansible, GraphQL, Project Management, Java.","Looking for a Data Scientist with expertise in Excel, Agile, Communication Skills, React.",0.0,0,role ml engineer experience 5 year experience ml engineer education self teach developer skill jenkins git c++ html ansible graphql project management java,look data scientist expertise excel agile communication skills react,0.0,0.7543232528626217
44,"Role: Frontend Developer. Experience: 6 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Data Science, PyTorch, Terraform, Linux, Computer Vision, Keras, SQL, Vue.","Looking for a Data Scientist with expertise in TensorFlow, AWS, Docker, Python, Linux, Scikit-Learn.",0.1488160551552032,0,role frontend developer experience 6 year experience frontend developer education self teach developer skill data science pytorch terraform linux computer vision keras sql vue,look data scientist expertise tensorflow aws docker python linux scikit learn,0.16666666666666666,0.7966594618563623
45,"Role: DevOps Engineer. Experience: 13 years of experience in DevOps Engineer.. Education: Self-taught Developer. Skills: DevOps, Keras, TypeScript.","Looking for a Software Engineer with expertise in TypeScript, Docker, HTML, Azure, NumPy, Express.",0.3349927547581703,0,role devops engineer experience 13 year experience devops engineer education self teach developer skill devops keras typescript,look software engineer expertise typescript docker html azure numpy express,0.16666666666666666,0.6138055997683558
46,"Role: Data Scientist. Experience: 4 years of experience in Data Scientist.. Education: PhD in AI. Skills: AWS, Kubernetes, DevOps, Jenkins, Microservices, Selenium, Azure.","Looking for a Software Engineer with expertise in C++, PostgreSQL, CI/CD, Communication Skills.",0.335852576731824,0,role data scientist experience 4 year experience data scientist education phd ai skill aw kubernetes devops jenkins microservices selenium azure,look software engineer expertise c++ postgresql ci cd communication skills,0.0,0.5808043784281786
47,"Role: ML Engineer. Experience: 5 years of experience in ML Engineer.. Education: MS in Data Science. Skills: Communication Skills, Machine Learning, Project Management.","Looking for a Data Scientist with expertise in CSS, Docker, PostgreSQL, PyTorch, GraphQL.",0.1408524053430374,0,role ml engineer experience 5 year experience ml engineer education ms data science skill communication skills machine learning project management,look data scientist expertise css docker postgresql pytorch graphql,0.0,0.5611595860182965
48,"Role: Frontend Developer. Experience: 6 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Communication Skills, Excel, Computer Vision, C++, Node.js, Agile, Deep Learning, REST API.","Looking for a DevOps Engineer with expertise in MongoDB, Docker, Data Analysis, CI/CD, Data Science, NoSQL, Elasticsearch.",0.2676343353856275,0,role frontend developer experience 6 year experience frontend developer education self teach developer skill communication skills excel computer vision c++ node.js agile deep learning rest api,look devops engineer expertise mongodb docker data analysis ci cd data science nosql elasticsearch,0.0,0.607203164105005
49,"Role: ML Engineer. Experience: 7 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: Django, Tableau, Data Science, Agile, Flask, AWS, Redis.","Looking for a DevOps Engineer with expertise in Kubernetes, Docker, Keras, Selenium, Computer Vision.",0.3230609545158606,0,role ml engineer experience 7 year experience ml engineer education self teach developer skill django tableau data science agile flask aws redis,look devops engineer expertise kubernetes docker keras selenium computer vision,0.0,0.635496249411442
50,"Role: Software Engineer. Experience: 10 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: Project Management, Communication Skills, Selenium, Django, Excel, Docker, TensorFlow.","Looking for a Data Scientist with expertise in GitHub, FastAPI, Java, Python, DevOps, TensorFlow, Communication Skills.",0.3650895492872718,0,role software engineer experience 10 year experience software engineer education self teach developer skill project management communication skills selenium django excel docker tensorflow,look data scientist expertise github fastapi java python devops tensorflow communication skills,0.2857142857142857,0.7090600270842143
51,"Role: ML Engineer. Experience: 14 years of experience in ML Engineer.. Education: BS in Computer Science. Skills: CSS, Computer Vision, Problem Solving, Express, HTML, Data Analysis, Flask, Java.","Looking for a Data Scientist with expertise in Scrum, Cloud Computing, NumPy, MySQL, Jenkins, GCP, Git.",0.2500048914336681,0,role ml engineer experience 14 year experience ml engineer education bs computer science skill css computer vision problem solving express html data analysis flask java,look data scientist expertise scrum cloud computing numpy mysql jenkins gcp git,0.0,0.6972216230668807
52,"Role: ML Engineer. Experience: 11 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: Scrum, MySQL, Python, Docker, Elasticsearch, Scikit-Learn, Power BI, SQL.","Looking for a ML Engineer with expertise in Docker, CI/CD, Redis, Agile, Hadoop, Ansible.",0.3812274672397339,0,role ml engineer experience 11 year experience ml engineer education self teach developer skill scrum mysql python docker elasticsearch scikit learn power bi sql,look ml engineer expertise docker ci cd redis agile hadoop ansible,0.16666666666666666,0.6613862105007106
53,"Role: Frontend Developer. Experience: 12 years of experience in Frontend Developer.. Education: PhD in AI. Skills: Node.js, PyTorch, GCP.","Looking for a DevOps Engineer with expertise in Communication Skills, NLP, CSS, TensorFlow, Git, Node.js.",0.36602503299468,0,role frontend developer experience 12 year experience frontend developer education phd ai skill node.js pytorch gcp,look devops engineer expertise communication skills nlp css tensorflow git node.js,0.14285714285714285,0.7473240231597421
54,"Role: Frontend Developer. Experience: 14 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: DevOps, Tableau, TypeScript, Express.","Looking for a Data Scientist with expertise in Azure, Project Management, Computer Vision, Power BI, PostgreSQL, Communication Skills.",0.2775740585742288,0,role frontend developer experience 14 year experience frontend developer education self teach developer skill devops tableau typescript express,look data scientist expertise azure project management computer vision power bi postgresql communication skills,0.0,0.7818254219994512
55,"Role: ML Engineer. Experience: 3 years of experience in ML Engineer.. Education: PhD in AI. Skills: Data Analysis, Azure, NoSQL, PyTorch, SQL, Jenkins.","Looking for a DevOps Engineer with expertise in Tableau, DevOps, NoSQL, Microservices, Django, Angular, JavaScript.",0.4681626964749245,0,role ml engineer experience 3 year experience ml engineer education phd ai skill data analysis azure nosql pytorch sql jenkins,look devops engineer expertise tableau devops nosql microservices django angular javascript,0.14285714285714285,0.45937131040804324
56,"Role: ML Engineer. Experience: 8 years of experience in ML Engineer.. Education: PhD in AI. Skills: CSS, Express, Redis, Data Analysis, Selenium, NLP, MongoDB, Django.","Looking for a Frontend Developer with expertise in FastAPI, Tableau, Computer Vision, C#, Communication Skills, REST API, NLP.",0.3739519434731514,0,role ml engineer experience 8 year experience ml engineer education phd ai skill css express redis data analysis selenium nlp mongodb django,look frontend developer expertise fastapi tableau computer vision c communication skills rest api nlp,0.14285714285714285,0.7037968782296998
57,"Role: Data Scientist. Experience: 13 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: JavaScript, REST API, Spark, Express, MongoDB, Cloud Computing, GCP, TypeScript.","Looking for a ML Engineer with expertise in Pandas, Docker, Java, Ansible, Tableau, TensorFlow, Python.",0.1775902783668522,0,role data scientist experience 13 year experience data scientist education bs computer science skill javascript rest api spark express mongodb cloud computing gcp typescript,look ml engineer expertise pandas docker java ansible tableau tensorflow python,0.0,0.5963074025830656
58,"Role: Frontend Developer. Experience: 14 years of experience in Frontend Developer.. Education: PhD in AI. Skills: Docker, SQL, Linux, NLP.","Looking for a Data Scientist with expertise in PyTorch, NLP, JavaScript, Microservices, Pandas, Node.js.",0.2981249932534907,0,role frontend developer experience 14 year experience frontend developer education phd ai skill docker sql linux nlp,look data scientist expertise pytorch nlp javascript microservices pandas node.js,0.16666666666666666,0.6181683282163966
59,"Role: Software Engineer. Experience: 3 years of experience in Software Engineer.. Education: MS in Data Science. Skills: Terraform, Angular, Azure, Communication Skills.","Looking for a Data Scientist with expertise in Spark, Data Science, Power BI, Communication Skills, NumPy, GitHub.",0.3651289062063374,0,role software engineer experience 3 year experience software engineer education ms data science skill terraform angular azure communication skills,look data scientist expertise spark data science power bi communication skills numpy github,0.3333333333333333,0.7717378004864656
60,"Role: Software Engineer. Experience: 3 years of experience in Software Engineer.. Education: PhD in AI. Skills: NoSQL, Excel, FastAPI, HTML, PostgreSQL, Elasticsearch.","Looking for a Software Engineer with expertise in GraphQL, JavaScript, Agile, Selenium.",0.3871979374071445,0,role software engineer experience 3 year experience software engineer education phd ai skill nosql excel fastapi html postgresql elasticsearch,look software engineer expertise graphql javascript agile selenium,0.0,0.7818312087126962
61,"Role: Software Engineer. Experience: 2 years of experience in Software Engineer.. Education: BS in Computer Science. Skills: Hadoop, Computer Vision, Express, NoSQL, Azure, Git, TensorFlow, Power BI.","Looking for a DevOps Engineer with expertise in Problem Solving, Project Management, Git, DevOps, Express.",0.4866973595785391,0,role software engineer experience 2 year experience software engineer education bs computer science skill hadoop computer vision express nosql azure git tensorflow power bi,look devops engineer expertise problem solving project management git devops express,0.4,0.7777552174017214
